displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
תבונה,1926,ר' יצחק אייזיק קראסילשציקוב,פולטבה,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/tevunah/tevunah__text_files.zip,https://files.dicta.org.il/tevunah/tevunah__nikud_meteg_files.zip,https://files.dicta.org.il/tevunah/tevunah__ocr_data_html_files.zip,tevunah_EGT,Tevunah,Rabbi Yitzchak Isaac Krasilshchikov,Commentaries on the Rambam,Poltava,,tevunah,
"תפארת בנים (על הרמב""ם)",1937,ר' צבי הירש לוין ,בילגורי,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__text_files.zip,https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__nikud_meteg_files.zip,https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__ocr_data_html_files.zip,tiferesbanimrambam_EGT,Tiferes Banim (Rambam),Rabbi Hirschel Levin,Commentaries on the Rambam,Bilgory,,tiferesbanimrambam,
"תפארת מנחם על הרמב""ם",1875,ר' מנחם מנדל שפרניק,לבוב,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/tiferetmenahemrambam/tiferetmenahemrambam__text_files.zip,https://files.dicta.org.il/tiferetmenahemrambam/tiferetmenahemrambam__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetmenahemrambam/tiferetmenahemrambam__ocr_data_html_files.zip,tiferetmenahemrambam_EGT,Tiferet Menahem (Rambam),Menahem Mendil  Shapranik,Commentaries on the Rambam,Lvov,,tiferetmenahemrambam,
"תפארת מנחם על ש""ס",1875,ר' מנחם מנדל שפרניק,לבוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tiferetmenahemshas/tiferetmenahemshas__text_files.zip,https://files.dicta.org.il/tiferetmenahemshas/tiferetmenahemshas__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetmenahemshas/tiferetmenahemshas__ocr_data_html_files.zip,tiferetmenahemshas,Tiferet Menahem (Shas),Menahem Mendil  Shapranik,Acharonim on Talmud Bavli,Lvov,,tiferetmenahemshas,
תפארת יעקב על גיטין,1858,יעקב גֶזונדהייט,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__text_files.zip,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__ocr_data_html_files.zip,tiferetyaakovgittin_EGT,Tiferet Ya’akov (Gittin),Yaakov Gesundheit,Acharonim on Talmud Bavli,Warsaw,,tiferetyaakovgittin,
תפארת יהונתן,1873,רבי יהונתן אייבשיץ,ווארשא,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__text_files.zip,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__ocr_data_html_files.zip,tiferetyehonatan,Tiferet Yehonatan,rabbi jonathan eybeschutz, Bible Commentaries,Warsaw,,tiferetyehonatan,
טיב גיטין (מודעי),1875,הרב חיים מודעי,ירושלים,ספרי הלכה ומנהג,ספריית דיקטה,https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__text_files.zip,https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__nikud_meteg_files.zip,https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__ocr_data_html_files.zip,tivgittinmodai_EGT,Tiv Gittin (modai),rabbi chaim modai,Halachah and Minhagim,Jerusalem,,tivgittinmodai,
טיב קידושין,1856,הרב אריה לייב צינץ,ורשה,מפרשי השולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/tivkidushin/tivkidushin__text_files.zip,https://files.dicta.org.il/tivkidushin/tivkidushin__nikud_meteg_files.zip,https://files.dicta.org.il/tivkidushin/tivkidushin__ocr_data_html_files.zip,tivkidushin,Tiv Kidushin,Aryeh Leib ben Moses Zuenz,Commentaries on Shulchan Aruch,Warsaw,,tivkidushin,
תולעת יעקב,1890,"אבן גבאי, מאיר בן יחזקאל",ורשה,קבלה,ספריית דיקטה,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__text_files.zip,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__nikud_meteg_files.zip,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__ocr_data_html_files.zip,tolaatyaakov,Tolaat Yaakov,Meir ben Ezekiel ibn Gabbai,Kabbalah,Warsaw,,tolaatyaakov,
תורת חיים חלק א,1947,הרב אברהם חיים שור,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/toratchaim1/toratchaim1__text_files.zip,https://files.dicta.org.il/toratchaim1/toratchaim1__nikud_meteg_files.zip,https://files.dicta.org.il/toratchaim1/toratchaim1__ocr_data_html_files.zip,toratchaim1,Torat Chaim part 1,Avraham Chaim Shoren,Acharonim on Talmud Bavli,New York,,toratchaim1,
תורת חיים חלק ב,1947,הרב אברהם חיים שור,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/toratchaim2/toratchaim2__text_files.zip,https://files.dicta.org.il/toratchaim2/toratchaim2__nikud_meteg_files.zip,https://files.dicta.org.il/toratchaim2/toratchaim2__ocr_data_html_files.zip,toratchaim2_EGT,Torat Chaim part 2,Avraham Chaim Shoren,Acharonim on Talmud Bavli,New York,,toratchaim2,
תורת חסד,1883,הרב שניאור זלמן פרדקין,וורשא,"שו""ת",,https://files.dicta.org.il/toratchesed/toratchesed__text_files.zip,https://files.dicta.org.il/toratchesed/toratchesed__nikud_meteg_files.zip,https://files.dicta.org.il/toratchesed/toratchesed__ocr_data_html_files.zip,toratchesed_EGT,Torat Chesed,Shneur Zalman Fradkin,Responsa,Warsaw,,toratchesed,
תורת גיטין על מסכת גיטין,1949,רבי יעקב בן יעקב משה לורברבוים מליסא,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__text_files.zip,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__nikud_meteg_files.zip,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__ocr_data_html_files.zip,toratgittinmasechet_EGT,Torat Gittin (masechet),Yaakov ben Yaakov Moshe Lorberbaum of Lissa,Acharonim on Talmud Bavli,New York,,toratgittinmasechet,
תורת האדם,1876,רבי משה בן נחמן,ווארשא,ספרי הלכה ומנהג,,https://files.dicta.org.il/torathaadam/torathaadam__text_files.zip,https://files.dicta.org.il/torathaadam/torathaadam__nikud_meteg_files.zip,https://files.dicta.org.il/torathaadam/torathaadam__ocr_data_html_files.zip,torathaadam_EGT,Torat Haadam,Nachmanides,Halakha,,,torathaadam,
תורת נתנאל,1795,"ווייל, יעקב נתנאל בן נפתלי צבי הירש",פיורדא,דרשות,ספריית דיקטה,https://files.dicta.org.il/toratnetanel2/toratnetanel2__text_files.zip,https://files.dicta.org.il/toratnetanel2/toratnetanel2__nikud_meteg_files.zip,https://files.dicta.org.il/toratnetanel2/toratnetanel2__ocr_data_html_files.zip,toratnetanel2,Torat Netanel part 2,Nathaniel Weil,Derashot,Fürth,,toratnetanel2,
תוספות רבינו יהודה החסיד ברכות,1863,רבינו יהודה החסיד,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tosafotrabinoyehudahachasidberachot/tosafotrabinoyehudahachasidberachot__text_files.zip,https://files.dicta.org.il/tosafotrabinoyehudahachasidberachot/tosafotrabinoyehudahachasidberachot__nikud_meteg_files.zip,https://files.dicta.org.il/tosafotrabinoyehudahachasidberachot/tosafotrabinoyehudahachasidberachot__ocr_data_html_files.zip,tosafotrabinoyehudahachasidberachot,Tosafot Rabino Yehuda Hachasid (berachot),Yehuda HeHasid,Acharonim on Talmud Bavli,Warsaw,,tosafotrabinoyehudahachasidberachot,
תוספת יום הכיפורים,1861,רבי משה בן רבי שלמה אבן חביב,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__text_files.zip,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__nikud_meteg_files.zip,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__ocr_data_html_files.zip,tosefetyomhakippurim_EGT,Tosefet Yom Hakippurim,Moshe ben Shlomo Even Chaviv,Acharonim on Talmud Bavli,Warsaw,,tosefetyomhakippurim,
תוספות הרא”ש על ברכות,1863,אשר בן יחיאל,ווארשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__text_files.zip,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__nikud_meteg_files.zip,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__ocr_data_html_files.zip,tosfotroshberakhot,Tosfot Rosh (Berakhot),Asher ben Jehiel,Acharonim on Talmud Bavli,Warsaw,,tosfotroshberakhot,
תוספות הרא”ש על קידושין,1952,אשר בן יחיאל,ניו יורק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__text_files.zip,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__nikud_meteg_files.zip,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__ocr_data_html_files.zip,tosfotroshkiddushin,Tosfot Rosh (Kiddushin),Asher ben Jehiel,Acharonim on Talmud Bavli,New York,,tosfotroshkiddushin,
טוב עין,1904,רבי חיים יוסף דוד אזולאי,הוסיאטין,"שו""ת",,https://files.dicta.org.il/tovayin/tovayin__text_files.zip,https://files.dicta.org.il/tovayin/tovayin__nikud_meteg_files.zip,https://files.dicta.org.il/tovayin/tovayin__ocr_data_html_files.zip,tovayin_EGT,Tov Ayin,Chaim Yosef David Azulai,Responsa,Husi︠a︡tyn,,tovayin,
Tzedakah U-Mishpat part 1,1926,רבי צדקה בן סעדיה חוצין,ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tsedakahumishpat1/tsedakahumishpat1__text_files.zip,https://files.dicta.org.il/tsedakahumishpat1/tsedakahumishpat1__nikud_meteg_files.zip,https://files.dicta.org.il/tsedakahumishpat1/tsedakahumishpat1__ocr_data_html_files.zip,tsedakahumishpat1_EGT,Achiezer Even Haezer,"Hussein, Sadkah,",Responsa,Jerusalem,,tsedakahumishpat1,
טורי אבן,1835,רבי אריה לייב בר אשר גינצבורג,ווילנא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/tureieven/tureieven__text_files.zip,https://files.dicta.org.il/tureieven/tureieven__nikud_meteg_files.zip,https://files.dicta.org.il/tureieven/tureieven__ocr_data_html_files.zip,tureieven,Turei Even,Aryeh Leib ben Asher Ginzburg,Acharonim on Talmud Bavli,Wilna,,tureieven,
טוב טעם ודעת,1884,שלמה קלוגר,לעמבערג,"שו""ת",,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__text_files.zip,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__nikud_meteg_files.zip,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__ocr_data_html_files.zip,tuvtaamvadaat_EGT,Tuv Taam VDaat,Shlomo Kluger,Responsa,,,tuvtaamvadaat,
צמח צדק הקדמון,1861,רבי מנחם מנדעל בן אברהם קרועמל,למברג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__text_files.zip,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__ocr_data_html_files.zip,tzemachtzedekhakadmon_EGT,Tzemach Tzedek Hakadmon,rabbi menachem mendel krochmal,Responsa,Lemberg,,tzemachtzedekhakadmon,
צמח צדק (לובאוויטש) אבן העזר חלק א,1871,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__ocr_data_html_files.zip,tzemachtzedeklubavitchevenhaezer1_EGT,Tzemach Tzedek(lubavitch) Even Haezer part 1,Rabbi Menachem Mendel Schneersohn,Responsa,Vilna,,tzemachtzedeklubavitchevenhaezer1,
צמח צדק (לובאוויטש) אבן העזר חלק ב,1871,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__ocr_data_html_files.zip,tzemachtzedeklubavitchevenhaezer2_EGT,Tzemach Tzedek(lubavitch) Even Haezer part 2,Rabbi Menachem Mendel Schneersohn,Responsa,Vilna,,tzemachtzedeklubavitchevenhaezer2,
צמח צדק (לובאוויטש) אבן העזר חלק ג,1872,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__ocr_data_html_files.zip,tzemachtzedeklubavitchevenhaezer3_EGT,Tzemach Tzedek(lubavitch) Even Haezer part 3,Rabbi Menachem Mendel Schneersohn,Responsa,Vilna,,tzemachtzedeklubavitchevenhaezer3,
צמח צדק (לובאוויטש) אבן העזר חלק ד,1872,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__ocr_data_html_files.zip,tzemachtzedeklubavitchevenhaezer4_EGT,Tzemach Tzedek(lubavitch) Even Haezer part 4,Rabbi Menachem Mendel Schneersohn,Responsa,Vilna,,tzemachtzedeklubavitchevenhaezer4,
צמח צדק (לובאוויטש) אורח חיים חלק א,1884,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchorachchaim1/tzemachtzedeklubavitchorachchaim1__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchorachchaim1/tzemachtzedeklubavitchorachchaim1__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchorachchaim1/tzemachtzedeklubavitchorachchaim1__ocr_data_html_files.zip,tzemachtzedeklubavitchorachchaim1_EGT,Tzemach Tzedek(lubavitch) Orach Chaim part 1,Rabbi Menachem Mendel Schneersohn,Responsa,Vilna,,tzemachtzedeklubavitchorachchaim1,
צמח צדק (לובאוויטש) יורה דעה חלק א,1874,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah1/tzemachtzedeklubavitchyorehdeah1__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah1/tzemachtzedeklubavitchyorehdeah1__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah1/tzemachtzedeklubavitchyorehdeah1__ocr_data_html_files.zip,tzemachtzedeklubavitchyorehdeah1_EGT,Tzemach Tzedek(lubavitch) Yoreh Deah part 1,Rabbi Menachem Mendel Schneersohn,Responsa,Vilna,,tzemachtzedeklubavitchyorehdeah1,
צמח צדק (לובאוויטש) יורה דעה חלק ב,1874,רבי מנחם מנדל שניאורסון,ווילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah2/tzemachtzedeklubavitchyorehdeah2__text_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah2/tzemachtzedeklubavitchyorehdeah2__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchyorehdeah2/tzemachtzedeklubavitchyorehdeah2__ocr_data_html_files.zip,tzemachtzedeklubavitchyorehdeah2_EGT,Tzemach Tzedek(lubavitch) Yoreh Deah part 2,Rabbi Menachem Mendel Schneersohn,Responsa,Vilna,,tzemachtzedeklubavitchyorehdeah2,
צדקת הצדיק,1913,ר' צדוק הכהן,לובלין,ספרי חסידות,ספריית דיקטה,https://files.dicta.org.il/tzidkathatzaddik/tzidkathatzaddik__text_files.zip,https://files.dicta.org.il/tzidkathatzaddik/tzidkathatzaddik__nikud_meteg_files.zip,https://files.dicta.org.il/tzidkathatzaddik/tzidkathatzaddik__ocr_data_html_files.zip,tzidkathatzaddik_EGT,Tzidkat Ha-Tzaddik,Rabbi Zadok HaCohen,Sifrei Chasidut,Lublin,,tzidkathatzaddik,
ציונים לתורה,1904,ר' יוסף ענגיל,פיוטרקוב,נושאים שונים,ספריית דיקטה,https://files.dicta.org.il/tzionimletorah/tzionimletorah__text_files.zip,https://files.dicta.org.il/tzionimletorah/tzionimletorah__nikud_meteg_files.zip,https://files.dicta.org.il/tzionimletorah/tzionimletorah__ocr_data_html_files.zip,tzionimletorah,Tzionim leTorah,Yosef ben Yehudah Engel,Others,Piotrkow,,tzionimletorah,
"צל""ח ברכות",1828,ר' יחזקאל הלוי לנדא,פראג,"מפרשי הש""ס",ספריית דיקטה,https://files.dicta.org.il/tzlachberakhot/tzlachberakhot__text_files.zip,https://files.dicta.org.il/tzlachberakhot/tzlachberakhot__nikud_meteg_files.zip,https://files.dicta.org.il/tzlachberakhot/tzlachberakhot__ocr_data_html_files.zip,tzlachberakhot,Tzlach Berakhot,Yechezkel Landau,Shas Commentators,Prague,,tzlachberakhot,
"צל""ח סדר קדשים",1891,ר' יחזקאל הלוי לנדא,ווארשא,"מפרשי הש""ס",ספריית דיקטה,https://files.dicta.org.il/tzlachkodashim/tzlachkodashim__text_files.zip,https://files.dicta.org.il/tzlachkodashim/tzlachkodashim__nikud_meteg_files.zip,https://files.dicta.org.il/tzlachkodashim/tzlachkodashim__ocr_data_html_files.zip,tzlachkodashim_EGT,Tzlach Kodashim,Yechezkel Landau,Shas Commentators,Warsaw,,tzlachkodashim,
"צל""ח סדר מועד",1902,ר' יחזקאל הלוי לנדא,ווארשא,"מפרשי הש""ס",ספריית דיקטה,https://files.dicta.org.il/tzlachmoed/tzlachmoed__text_files.zip,https://files.dicta.org.il/tzlachmoed/tzlachmoed__nikud_meteg_files.zip,https://files.dicta.org.il/tzlachmoed/tzlachmoed__ocr_data_html_files.zip,tzlachmoed_EGT,Tzlach Moed,Yechezkel Landau,Shas Commentators,Warsaw,,tzlachmoed,
"צל""ח פסחים",1856,ר' יחזקאל הלוי לנדא, יוזעפאף,"מפרשי הש""ס",,https://files.dicta.org.il/tzlachpesachim/tzlachpesachim__text_files.zip,https://files.dicta.org.il/tzlachpesachim/tzlachpesachim__nikud_meteg_files.zip,https://files.dicta.org.il/tzlachpesachim/tzlachpesachim__ocr_data_html_files.zip,tzlachpesachim,Tzlach Pesachim,Yechezkel Landau,Shas Commentators,,,tzlachpesachim,
צרור החיים (לונשטם),1869,"לונשטם, אברהם בן אריה ליב",אויהל,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/tzrorhachaim/tzrorhachaim__text_files.zip,https://files.dicta.org.il/tzrorhachaim/tzrorhachaim__nikud_meteg_files.zip,https://files.dicta.org.il/tzrorhachaim/tzrorhachaim__ocr_data_html_files.zip,tzrorhachaim,Tzror haChaim (Lowenstam),Avraham Lowenstam,Responsa,Satoraljaujhel,,tzrorhachaim,
אורים גדולים,1887,רבי יצחק יעקב ריינעס,וילנה,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/urimgedolim/urimgedolim__text_files.zip,https://files.dicta.org.il/urimgedolim/urimgedolim__nikud_meteg_files.zip,https://files.dicta.org.il/urimgedolim/urimgedolim__ocr_data_html_files.zip,urimgedolim,Urim Gedolim,Yitzchak Yaacov Reines,Acharonim on Talmud Bavli,Vilna,,urimgedolim,
וידבר דוד,1927,רבי דוד ועקנין,ירושלים,"שו""ת",,https://files.dicta.org.il/vayedaberdavid/vayedaberdavid__text_files.zip,https://files.dicta.org.il/vayedaberdavid/vayedaberdavid__nikud_meteg_files.zip,https://files.dicta.org.il/vayedaberdavid/vayedaberdavid__ocr_data_html_files.zip,vayedaberdavid_EGT,Vayedaber David,Rabbi David Vaknin,Responsa,Jerusalem,,vayedaberdavid,
ויקרא אברהם,1865,רבי אברהם חיים בן מסעוד חי אדאדי,ליוורנו,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/vayikraavraham/vayikraavraham__text_files.zip,https://files.dicta.org.il/vayikraavraham/vayikraavraham__nikud_meteg_files.zip,https://files.dicta.org.il/vayikraavraham/vayikraavraham__ocr_data_html_files.zip,vayikraavraham_EGT,Vayikra Avraham,Abraham Hayyim ben Masoud Hai Adadi,Responsa,livorno,,vayikraavraham,
ויזרע יצחק,1941,רבי יצחק טייב,ג'רבה,"מפרשי התנ""ך",ספריית דיקטה,https://files.dicta.org.il/vayizrayitzhak/vayizrayitzhak__text_files.zip,https://files.dicta.org.il/vayizrayitzhak/vayizrayitzhak__nikud_meteg_files.zip,https://files.dicta.org.il/vayizrayitzhak/vayizrayitzhak__ocr_data_html_files.zip,vayizrayitzhak,Vayizra Yitzhak,rabbi yitzchak tayeb,Bible Commentaries,Djerba,,vayizrayitzhak,
ויוסף אברהם,1864,הרב אברהם דיין,ליוורנו,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/vayosefavraham/vayosefavraham__text_files.zip,https://files.dicta.org.il/vayosefavraham/vayosefavraham__nikud_meteg_files.zip,https://files.dicta.org.il/vayosefavraham/vayosefavraham__ocr_data_html_files.zip,vayosefavraham, Va-yosef Avraham,Avraham ben Yeshayah Dayan,Responsa,Livorno,,vayosefavraham,
ויוסף שאול (אלישר),1942,"אלישר, יוסף שאול",ירושלים,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/veyosefshaulelishar/veyosefshaulelishar__text_files.zip,https://files.dicta.org.il/veyosefshaulelishar/veyosefshaulelishar__nikud_meteg_files.zip,https://files.dicta.org.il/veyosefshaulelishar/veyosefshaulelishar__ocr_data_html_files.zip,veyosefshaulelishar,Veyosef Shaul- Elishar,Yosef Shaul Elishar,Acharonim on Talmud Bavli,Jerusalem,,veyosefshaulelishar,
יערות דבש - א,1866,"אייבשיץ, יהונתן בן נתן נטע",יוזפוב,דרשות ודרושים,ספריית דיקטה,https://files.dicta.org.il/yaarotdevash1/yaarotdevash1__text_files.zip,https://files.dicta.org.il/yaarotdevash1/yaarotdevash1__nikud_meteg_files.zip,https://files.dicta.org.il/yaarotdevash1/yaarotdevash1__ocr_data_html_files.zip,yaarotdevash1,Yaarot Devash part 1,Jonathan Eybeschutz,Derashot,Jozefow,,yaarotdevash1,
יד אליעזר חלק א,1931,"ניצברג, אליעזר בן דוד יהודה",ורשה,מפרשי השולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/yadeliezer1/yadeliezer1__text_files.zip,https://files.dicta.org.il/yadeliezer1/yadeliezer1__nikud_meteg_files.zip,https://files.dicta.org.il/yadeliezer1/yadeliezer1__ocr_data_html_files.zip,yadeliezer1,Yad Eliezer part 1,"Nitsberg, Eliezer,",Commentaries on Shulchan Aruch,Warsaw,,yadeliezer1,
יד אליעזר חלק ב,1931,"ניצברג, אליעזר בן דוד יהודה",ורשה,מפרשי השולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/yadeliezer2/yadeliezer2__text_files.zip,https://files.dicta.org.il/yadeliezer2/yadeliezer2__nikud_meteg_files.zip,https://files.dicta.org.il/yadeliezer2/yadeliezer2__ocr_data_html_files.zip,yadeliezer2,Yad Eliezer part 2,"Nitsberg, Eliezer,",Commentaries on Shulchan Aruch,Warsaw,,yadeliezer2,
"יד שלמה )רמב""ם(",1877,ר' שלמה הלל פרידר,וורשה,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/yadshlomorambam/yadshlomorambam__text_files.zip,https://files.dicta.org.il/yadshlomorambam/yadshlomorambam__nikud_meteg_files.zip,https://files.dicta.org.il/yadshlomorambam/yadshlomorambam__ocr_data_html_files.zip,yadshlomorambam_EGT,Yad Shlomo (Rambam),rabbi Shlomo Hillel Frieder,Commentaries on the Rambam,Warsaw,,yadshlomorambam,
"יד יצחק (רמב""ם)",1867,ר' יצחק צבי ארונובסקי,וילנא,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/yadyitzchakrambam/yadyitzchakrambam__text_files.zip,https://files.dicta.org.il/yadyitzchakrambam/yadyitzchakrambam__nikud_meteg_files.zip,https://files.dicta.org.il/yadyitzchakrambam/yadyitzchakrambam__ocr_data_html_files.zip,yadyitzchakrambam,Yad Yitzchak (Rambam),rabbi yitzchok tzvi Aronovsky,Commentaries on the Rambam,Vilna,,yadyitzchakrambam,
יד יצחק - ב ,1867,ר' יצחק צבי ארונובסקי,ווילנה,"מפרשי הש""ס",ספריית דיקטה,https://files.dicta.org.il/yadyitzhak2/yadyitzhak2__text_files.zip,https://files.dicta.org.il/yadyitzhak2/yadyitzhak2__nikud_meteg_files.zip,https://files.dicta.org.il/yadyitzhak2/yadyitzhak2__ocr_data_html_files.zip,yadyitzhak2,yad yitzhak part 2,"Arnovski, Yitzhak Tzvi haCohen",Shas Commentators,Vilna,,yadyitzhak2,
יהל אור,1882,רבי אליהו בן שלמה זלמן (הגאון מוילנא),וילנא,קבלה,ספריית דיקטה,https://files.dicta.org.il/yahelohr/yahelohr__text_files.zip,https://files.dicta.org.il/yahelohr/yahelohr__nikud_meteg_files.zip,https://files.dicta.org.il/yahelohr/yahelohr__ocr_data_html_files.zip,yahelohr,Yahel Ohr,Rabbi Elijah ben Solomon Zalman (Vilna Gaon),Kabbalah,Vilna,,yahelohr,
