title,author,pubDate,pubPlace,compPlace,compDate,תיאור_חדש,heShortDesc,heDesc,order,Source,type
שערי תורת בבל על כריתות,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מעילה,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על תמיד,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על נדה,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על אבות דרבי נתן,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מסכת עבדים,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מסכת דרך ארץ רבה,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מסכת דרך ארץ זוטא,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מסכת גרים,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מסכת כלה,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מסכת כותים,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מסכת שמחות,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
שערי תורת בבל על מסכת סופרים,זאב וואלף רבינוביץ,,,,,,,"״שערי תורת בבל״ הוא פירוש לתלמוד הבבלי, שנכתב בתחילת המאה ה-20 על ידי הרב זאב וולף רבינוביץ, המכיל גם חיבור ארוך על חכמי התלמוד ומאמר קצר יותר על התלמוד עצמו. בחיבור זה משולבות תובנות מיצירות עכשוויות על מדע ורפואה כאשר נושאים אלה עולים בדיון התלמודי. הפירוש הוא גם על חלקי האגדה שבתלמוד, וכולל בתוכו היבטים פילוסופיים, אתיים ורגשיים של המחבר. ""שערי תורת בבל"" יצא לאור על ידי בנו של המחבר, יצחק רבינוביץ, בעריכת הרב פרופסור עזרא ציון מלמד.

",,sefaria,file
באר שבע על חולין,,,,,,,,"'באר שבע' הוא פירוש על התלמוד מאת רבי יששכר איילנבורג, רב פולני - איטלקי בסוף המאה ה-16 ותחילת המאה ה-17. הספר מורכב משבעה חיבורים ובהם פרשנות תלמודית בסגנון בעלי התוספות לשש מסכתות שחסר בהן פירוש [תוספות] (https://www.sefaria.org/topics/tosafot?sort=Relevance&amp;tab=notable-sources). כותרת הספר מתייחסת לשבעת חלקיו: אחד לכל מסכת תלמוד שעליו נכתב פירוש תלמודי וחלק נוסף של שאלות ותשובות הלכתיות שכותרתו 'נר תורה'.
",,sefaria,file
באר שבע על הוריות,,,,,,,,"'באר שבע' הוא פירוש על התלמוד מאת רבי יששכר איילנבורג, רב פולני - איטלקי בסוף המאה ה-16 ותחילת המאה ה-17. הספר מורכב משבעה חיבורים ובהם פרשנות תלמודית בסגנון בעלי התוספות לשש מסכתות שחסר בהן פירוש [תוספות] (https://www.sefaria.org/topics/tosafot?sort=Relevance&amp;tab=notable-sources). כותרת הספר מתייחסת לשבעת חלקיו: אחד לכל מסכת תלמוד שעליו נכתב פירוש תלמודי וחלק נוסף של שאלות ותשובות הלכתיות שכותרתו 'נר תורה'.",,sefaria,file
באר שבע על כריתות,,,,,,,,"'באר שבע' הוא פירוש על התלמוד מאת רבי יששכר איילנבורג, רב פולני - איטלקי בסוף המאה ה-16 ותחילת המאה ה-17. הספר מורכב משבעה חיבורים ובהם פרשנות תלמודית בסגנון בעלי התוספות לשש מסכתות שחסר בהן פירוש [תוספות] (https://www.sefaria.org/topics/tosafot?sort=Relevance&amp;tab=notable-sources). כותרת הספר מתייחסת לשבעת חלקיו: אחד לכל מסכת תלמוד שעליו נכתב פירוש תלמודי וחלק נוסף של שאלות ותשובות הלכתיות שכותרתו 'נר תורה'.",,sefaria,file
באר שבע על סנהדרין,,,,,,,,"'באר שבע' הוא פירוש על התלמוד מאת רבי יששכר איילנבורג, רב פולני - איטלקי בסוף המאה ה-16 ותחילת המאה ה-17. הספר מורכב משבעה חיבורים ובהם פרשנות תלמודית בסגנון בעלי התוספות לשש מסכתות שבתלמוד המודפס אין בהן פירוש [תוספות] (https://www.sefaria.org/topics/tosafot?sort=Relevance&amp;tab=notable-sources). כותרת הספר מתייחסת לשבעת חלקיו: אחד לכל מסכת תלמוד שעליו נכתב פירוש תלמודי וחלק נוסף של שאלות ותשובות הלכתיות שכותרתו 'נר תורה'.
",,sefaria,file
באר שבע על סוטה,,,,,,,,"'באר שבע' הוא פירוש על התלמוד מאת רבי יששכר איילנבורג, רב פולני - איטלקי בסוף המאה ה-16 ותחילת המאה ה-17. הספר מורכב משבעה חיבורים ובהם פרשנות תלמודית בסגנון בעלי התוספות לשש מסכתות שבתלמוד המודפס אין בהן פירוש [תוספות] (https://www.sefaria.org/topics/tosafot?sort=Relevance&amp;tab=notable-sources). כותרת הספר מתייחסת לשבעת חלקיו: אחד לכל מסכת תלמוד שעליו נכתב פירוש תלמודי וחלק נוסף של שאלות ותשובות הלכתיות שכותרתו 'נר תורה'.",,sefaria,file
באר שבע על תמיד,,,,,,,,"'באר שבע' הוא פירוש על התלמוד מאת רבי יששכר איילנבורג, רב פולני - איטלקי בסוף המאה ה-16 ותחילת המאה ה-17. הספר מורכב משבעה חיבורים ובהם פרשנות תלמודית בסגנון בעלי התוספות לשש מסכתות שחסר בהן פירוש [תוספות] (https://www.sefaria.org/topics/tosafot?sort=Relevance&amp;tab=notable-sources). כותרת הספר מתייחסת לשבעת חלקיו: אחד לכל מסכת תלמוד שעליו נכתב פירוש תלמודי וחלק נוסף של שאלות ותשובות הלכתיות שכותרתו 'נר תורה'.",,sefaria,file
חידושי הרימ על בבא קמא,יצחק מאיר רוטנברג (אלתר),,,,,,,"'חידושי הרי""ם' הוא פירוש מהמאה ה-19 על התלמוד מאת רבי יצחק מאיר רוטנברג-אלתר, מייסד שושלת חסידות גור. בהקדמה כותב נכדו של אלתר, שפרסם את החיבור, כי סבו החל לכתוב את פירושו זה בגיל 17. סגנון הכתיבה דומה לזה של רבנים אחרים בני זמנו: ארוך ואנליטי, לעתים קרובות מתעמק בדקויות השפה בפירושו של רש""י וההשלכות הרעיוניות שלה.",,sefaria,file
חידושי הרימ על בבא בתרא,יצחק מאיר רוטנברג (אלתר),,,,,,,"'חידושי הרי""ם' הוא פירוש מהמאה ה-19 על התלמוד מאת רבי יצחק מאיר רוטנברג-אלתר, מייסד שושלת חסידות גור. בהקדמה כותב נכדו של אלתר, שפרסם את החיבור, כי סבו החל לכתוב את פירושו זה בגיל 17. סגנון הכתיבה דומה לזה של רבנים אחרים בני זמנו: ארוך ואנליטי, לעתים קרובות מתעמק בדקויות השפה בפירושו של רש""י וההשלכות הרעיוניות שלה.",,sefaria,file
חידושי הרימ על בבא מציעא,יצחק מאיר רוטנברג (אלתר),,,,,,,"'חידושי הרי""ם' הוא פירוש מהמאה ה-19 על התלמוד מאת רבי יצחק מאיר רוטנברג-אלתר, מייסד שושלת חסידות גור. בהקדמה כותב נכדו של אלתר, שפרסם את החיבור, כי סבו החל לכתוב את פירושו זה בגיל 17. סגנון הכתיבה דומה לזה של רבנים אחרים בני זמנו: ארוך ואנליטי, לעתים קרובות מתעמק בדקויות השפה בפירושו של רש""י וההשלכות הרעיוניות שלה.",,sefaria,file
חידושי הרימ על גיטין,יצחק מאיר רוטנברג (אלתר),,,,,,,"'חידושי הרי""ם' הוא פירוש מהמאה ה-19 על התלמוד מאת רבי יצחק מאיר רוטנברג-אלתר, מייסד שושלת חסידות גור. בהקדמה כותב נכדו של אלתר, שפרסם את החיבור, כי סבו החל לכתוב את פירושו זה בגיל 17. סגנון הכתיבה דומה לזה של רבנים אחרים בני זמנו: ארוך ואנליטי, לעתים קרובות מתעמק בדקויות השפה בפירושו של רש""י וההשלכות הרעיוניות שלה.",,sefaria,file
חידושי הרימ על כתובות,יצחק מאיר רוטנברג (אלתר),,,,,,,"'חידושי הרי""ם' הוא פירוש מהמאה ה-19 על התלמוד מאת רבי יצחק מאיר רוטנברג-אלתר, מייסד שושלת חסידות גור. בהקדמה כותב נכדו של אלתר, שפרסם את החיבור, כי סבו החל לכתוב את פירושו זה בגיל 17. סגנון הכתיבה דומה לזה של רבנים אחרים בני זמנו: ארוך ואנליטי, לעתים קרובות מתעמק בדקויות השפה בפירושו של רש""י וההשלכות הרעיוניות שלה.",,sefaria,file
חידושי הרימ על קידושין,יצחק מאיר רוטנברג (אלתר),,,,,,,"'חידושי הרי""ם' הוא פירוש מהמאה ה-19 על התלמוד מאת רבי יצחק מאיר רוטנברג-אלתר, מייסד שושלת חסידות גור. בהקדמה כותב נכדו של אלתר, שפרסם את החיבור, כי סבו החל לכתוב את פירושו זה בגיל 17. סגנון הכתיבה דומה לזה של רבנים אחרים בני זמנו: ארוך ואנליטי, לעתים קרובות מתעמק בדקויות השפה בפירושו של רש""י וההשלכות הרעיוניות שלה.",,sefaria,file
חידושי הרימ על שבועות,יצחק מאיר רוטנברג (אלתר),,,,,,,"'חידושי הרי""ם' הוא פירוש מהמאה ה-19 על התלמוד מאת רבי יצחק מאיר רוטנברג-אלתר, מייסד שושלת חסידות גור. בהקדמה כותב נכדו של אלתר, שפרסם את החיבור, כי סבו החל לכתוב את פירושו זה בגיל 17. סגנון הכתיבה דומה לזה של רבנים אחרים בני זמנו: ארוך ואנליטי, לעתים קרובות מתעמק בדקויות השפה בפירושו של רש""י וההשלכות הרעיוניות שלה.",,sefaria,file
גבורת ארי על יומא,אריה לייב גינצבורג,,,,,,,"'גבורת ארי' הוא פירוש לתלמוד מאת החכם הליטאי בן המאה ה-18, רבי אריה לייב גינצבורג, הידוע בכינוי 'שאגת אריה' על שם חיבורו. פרשנותו ארוכה ואנליטית ומתמקדת בהבנת הליבה של המקורות התלמודיים ופחות בעיסוק נרחב בפרשנויות תלמודיות אחרות. גינצבורג הביע עניין בפרסום חיבורו אך לא עשה זאת בחייו והפירושים נותרו בכתב יד עד לשנת 1862, בה פורסם הכרך הראשון על מסכת תענית. הכרכים על יומא ומכות יצאו לאור בשנת 1906, יותר ממאה שנה לאחר פטירתו של גינצבורג, על ידי רבי ישראל מאיר הכהן מראדין, ה'חפץ חיים'.",,sefaria,file
גבורת ארי על ביצה,אריה לייב גינצבורג,,,,,,,"'גבורת ארי' הוא פירוש לתלמוד מאת החכם הליטאי בן המאה ה-18, רבי אריה לייב גינצבורג, הידוע בכינוי 'שאגת אריה' על שם חיבורו. פרשנותו ארוכה ואנליטית ומתמקדת בהבנת הליבה של המקורות התלמודיים ופחות בעיסוק נרחב בפרשנויות תלמודיות אחרות. גינצבורג הביע עניין בפרסום חיבורו אך לא עשה זאת בחייו והפירושים נותרו בכתב יד עד לשנת 1862, בה פורסם הכרך הראשון על מסכת תענית. הכרכים על יומא ומכות יצאו לאור בשנת 1906, יותר ממאה שנה לאחר פטירתו של גינצבורג, על ידי רבי ישראל מאיר הכהן מראדין, ה'חפץ חיים'.",,sefaria,file
גבורת ארי על תענית,אריה לייב גינצבורג,,,,,,,"'גבורת ארי' הוא פירוש לתלמוד מאת החכם הליטאי בן המאה ה-18, רבי אריה לייב גינצבורג, הידוע בכינוי 'שאגת אריה' על שם חיבורו. פרשנותו ארוכה ואנליטית ומתמקדת בהבנת הליבה של המקורות התלמודיים ופחות בעיסוק נרחב בפרשנויות תלמודיות אחרות. גינצבורג הביע עניין בפרסום חיבורו אך לא עשה זאת בחייו והפירושים נותרו בכתב יד עד לשנת 1862, בה פורסם הכרך הראשון על מסכת תענית. הכרכים על יומא ומכות יצאו לאור בשנת 1906, יותר ממאה שנה לאחר פטירתו של גינצבורג, על ידי רבי ישראל מאיר הכהן מראדין, ה'חפץ חיים'.",,sefaria,file
גבורת ארי על נזיר,אריה לייב גינצבורג,,,,,,,"'גבורת ארי' הוא פירוש לתלמוד מאת החכם הליטאי בן המאה ה-18, רבי אריה לייב גינצבורג, הידוע בכינוי 'שאגת אריה' על שם חיבורו. פרשנותו ארוכה ואנליטית ומתמקדת בהבנת הליבה של המקורות התלמודיים ופחות בעיסוק נרחב בפרשנויות תלמודיות אחרות. גינצבורג הביע עניין בפרסום חיבורו אך לא עשה זאת בחייו והפירושים נותרו בכתב יד עד לשנת 1862, בה פורסם הכרך הראשון על מסכת תענית. הכרכים על יומא ומכות יצאו לאור בשנת 1906, יותר ממאה שנה לאחר פטירתו של גינצבורג, על ידי רבי ישראל מאיר הכהן מראדין, ה'חפץ חיים'.",,sefaria,file
גבורת ארי על מכות,אריה לייב גינצבורג,,,,,,,"'גבורת ארי' הוא פירוש לתלמוד מאת החכם הליטאי בן המאה ה-18, רבי אריה לייב גינצבורג, הידוע בכינוי 'שאגת אריה' על שם חיבורו. פרשנותו ארוכה ואנליטית ומתמקדת בהבנת הליבה של המקורות התלמודיים ופחות בעיסוק נרחב בפרשנויות תלמודיות אחרות. גינצבורג הביע עניין בפרסום חיבורו אך לא עשה זאת בחייו והפירושים נותרו בכתב יד עד לשנת 1862, בה פורסם הכרך הראשון על מסכת תענית. הכרכים על יומא ומכות יצאו לאור בשנת 1906, יותר ממאה שנה לאחר פטירתו של גינצבורג, על ידי רבי ישראל מאיר הכהן מראדין, ה'חפץ חיים'.",,sefaria,file
רשימות שיעורים על הוריות,יוסף דוב הלוי סולובייצ'יק,,,,,,,,,sefaria,file
רשימות שיעורים על סנהדרין,יוסף דוב הלוי סולובייצ'יק,,,,,,,,,sefaria,file
ביאור הגרא על תלמוד ירושלמי פאה,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי דמאי,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי כלאים,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי שביעית,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי תרומות,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי מעשרות,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי מעשר שני,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי חלה,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי ערלה,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
ביאור הגרא על תלמוד ירושלמי בכורים,אליהו בן שלמה זלמן מווילנה,,,,,,"חיבור מהמאה ה-18 מאת הגר""א, גאון מווילנה, ובו פירושים והגהות לסדר זרעים בתלמוד הירושלמי.","ביאור הגר""א על ​​תלמוד ירושלמי הוא חיבור מהמאה ה-18 מאת הגאון מווילנה, המכסה את רוב המסכתות בסדר זרעים של התלמוד הירושלמי. היצירה כוללת פרשנות מקורית המסבירה את הכתוב בירושלמי, כמו גם הצעות לתיקון גירסת הטקסט התלמודי. הגר""א היה דמות חלוצית בהדגשתו את חשיבות לימוד התלמוד הירושלמי לאחר מאות שנים בהן לימודו הוזנח במידה רבה.",,sefaria,file
